IATA,Latitude,Longitude,
LUR,68.87509918,-166.1100006,
LUV,-5.66162014,132.7310028,
LUW,-1.03892,122.772003,
LUX,49.6233333,6.2044444,
LUZ,51.240278,22.713611,
LVI,-17.82180023,25.8227005,
LWB,37.85829926,-80.39949799,
LWN,40.75040054,43.85929871,
LWO,49.8125,23.95610046,
LWS,46.37450027,-117.0149994,
LWY,4.84917,115.407997,
LXA,29.29780006,90.91190338,
LXG,20.966999,101.400002,
LXR,25.671,32.7066,
LXS,39.917099,25.23629951,
LYA,34.74110031,112.3880005,
LYB,19.660161,-80.088826,
LYC,64.5483017,18.71619987,
LYG,34.571667,118.873611,
LYH,37.3266983,-79.20040131,
LYI,35.04610062,118.4120026,
LYP,31.36499977,72.99479675,
LYR,78.24610138,15.46560001,
LYS,45.725556,5.081111,
LZC,18.00169945,-102.2210007,
LZH,24.2075,109.390999,
LZO,28.85219955,105.3929977,
LZY,29.30330086,94.33529663,
MAA,12.99000549,80.16929626,
MAB,-5.368589878,-49.13800049,
MAD,40.471926,-3.56264,
MAF,31.94249916,-102.2020035,
MAG,-5.207079887,145.7890015,
MAH,39.86259842,4.218649864,
MAJ,7.064760208,171.2720032,
MAM,25.76989937,-97.52529907,
MAN,53.35369873,-2.274950027,
MAO,-3.038609982,-60.04970169,
MAQ,16.69989967,98.54509735,
MAR,10.55820847,-71.7278595,
MAS,-2.06189,147.423996,
MAU,-16.42650032,-152.2440033,
MAZ,18.25569916,-67.14849854,
MBA,-4.034830093,39.59420013,
MBE,44.30390167,143.404007,
MBI,-8.919942,33.273981,
MBJ,18.50370026,-77.91339874,
MBL,44.2723999,-86.24690247,
MBS,43.53290176,-84.07959747,
MBT,12.369682,123.630095,
MCE,37.28469849,-120.5139999,
MCG,62.95289993,-155.6060028,
MCI,39.2976,-94.713898,
MCK,40.20629883,-100.5920029,
MCN,32.69279861,-83.64920044,
MCO,28.42939949,-81.30899811,
MCP,0.050664,-51.07220078,
MCT,23.59329987,58.28440094,
MCV,-16.44249916,136.0839996,
MCX,42.81679916,47.65230179,
MCY,-26.6033,153.091003,
MCZ,-9.510809898,-35.79169846,
MDC,1.54926002,124.9260025,
MDE,6.16454,-75.4231,
MDG,44.52410126,129.5690002,
MDK,0.022600001,18.2887001,
MDL,21.70219994,95.97789764,
MDQ,-37.9342,-57.5733,
MDT,40.19350052,-76.76339722,
MDU,-6.14774,143.656998,
MDW,41.785999,-87.752403,
MDZ,-32.83169937,-68.79290009,
MEA,-22.34300041,-41.76599884,
MEB,-37.7281,144.901993,
MEC,-0.946078003,-80.67880249,
MED,24.5534,39.705101,
MEE,-21.4817009,168.0379944,
MEG,-9.525090218,16.31240082,
MEH,71.02970123,27.82670021,
MEI,32.33259964,-88.75189972,
MEL,-37.673302,144.843002,
MEM,35.04240036,-89.97669983,
MEU,-0.889839,-52.6022,
MEX,19.4363,-99.072098,
MFE,26.17580032,-98.23860168,
MFM,22.149599,113.592003,
MFR,42.37419891,-122.8730011,
MFU,-13.25889969,31.93659973,
MGA,12.14150047,-86.16819763,
MGB,-37.74560165,140.7850037,
MGF,-23.4794445,-52.01222229,
MGH,-30.85740089,30.34300041,
MGM,32.30059814,-86.39399719,
MGQ,2.01444006,45.30469894,
MGS,-21.89598656,-157.906662,
MGT,-12.09440041,134.8939972,
MGW,39.64289856,-79.91629791,
MGZ,12.43980026,98.62149811,
MHC,-42.340388,-73.715693,
MHD,36.23519897,59.64099884,
MHG,49.473057,8.514167,
MHH,26.5114,-77.083503,
MHK,39.14099884,-96.67079926,
MHQ,60.12220001,19.89819908,
MHT,42.932598,-71.435699,
MIA,25.79319954,-80.29060364,
MID,20.93700027,-89.65769959,
MIG,31.42810059,104.7409973,
MII,-22.19689941,-49.92639923,
MIM,-36.90859985,149.901001,
MIR,35.7580986,10.75469971,
MIS,-10.6892004,152.8379974,
MJD,27.33519936,68.14309692,
MJF,65.78399658,13.21490002,
MJM,-6.121240139,23.56900024,
MJN,-15.66684174,46.35123253,
MJT,39.05670166,26.59830093,
MJV,37.77500153,-0.812389016,
MJZ,62.53469849,114.0390015,
MKE,42.94720078,-87.89659882,
MKG,43.16949844,-86.23819733,
MKK,21.1529007,-157.095993,
MKL,35.599899,-88.915604,
MKM,2.90639,112.080002,
MKP,-16.58390045,-143.6580048,
MKQ,-8.520290375,140.4179993,
MKW,-0.891833007,134.048996,
MKY,-21.17169952,149.1799927,
MLA,35.857498,14.4775,
MLB,28.10280037,-80.64530182,
MLE,4.191830158,73.52909851,
MLG,-7.926559925,112.7149963,
MLI,41.44850159,-90.50749969,
MLL,61.86429977,-162.026001,
MLM,19.84989929,-101.0250015,
MLN,35.27980042,-2.956259966,
MLO,36.696899,24.4769,
MLU,32.51089859,-92.03769684,
MLW,6.289060116,-10.75870037,
MLX,38.43529892,38.0909996,
MLY,64.99759674,-150.6439972,
MMB,43.88059998,144.1640015,
MME,54.50920105,-1.429409981,
MMH,37.62409973,-118.8379974,
MMJ,36.16680145,137.9230042,
MMK,68.78170013,32.75080109,
MMO,15.1559,-23.21369934,
MMU,40.79940033,-74.41490173,
MMX,55.53630536,13.37619781,
MMY,24.78280067,125.2949982,
MNA,4.00694,126.672997,
MNG,-12.05609989,134.2339935,
MNL,14.5086,121.019997,
MNS,-11.13700008,28.87260056,
MOB,30.69120026,-88.24279785,
MOC,-16.70689964,-43.81890106,
MOD,37.62580109,-120.9540024,
MOF,-8.640649796,122.2369995,
MOI,-19.84250069,-157.7030029,
MOL,62.74470139,7.262499809,
MOQ,-20.28470039,44.31760025,
MOT,48.25939941,-101.2799988,
MOU,62.09540176,-163.6820068,
MOV,-22.05780029,148.0769959,
MOZ,-17.49,-149.761993,
MPA,-17.634399,24.176701,
MPH,11.9245,121.954002,
MPL,43.57619858,3.963010073,
MPM,-25.920799,32.572601,
MPN,-51.82279968,-58.44720078,
MQF,53.39310074,58.75569916,
MQH,-13.5491,-48.195301,
MQJ,66.450861,143.261551,
MQL,-34.22919846,142.0859985,
MQM,37.22330093,40.63169861,
MQN,66.36389923,14.30140018,
MQP,-25.38319969,31.10560036,
MQT,46.35359955,-87.395401,
MQX,13.4673996,39.53350067,
MRD,8.582078,-71.161041,
MRE,-1.406111,35.008057,
MRS,43.43927192,5.221424103,
MRU,-20.430201,57.683601,
MRV,44.22510147,43.08190155,
MRX,30.55620003,49.15190125,
MRY,36.5870018,-121.8430023,
MRZ,-29.49889946,149.8450012,
MSA,53.44139862,-91.76280212,
MSJ,40.70320129,141.3679962,
MSL,34.74530029,-87.61019897,
MSN,43.13990021,-89.33750153,
MSO,46.91630173,-114.0910034,
MSP,44.882,-93.221802,
MSQ,53.88249969,28.03070068,
MSR,38.74779892,41.66120148,
MSS,44.93579865,-74.84559631,
MST,50.911701,5.77014,
MSU,-29.46229935,27.55249977,
MSW,15.67000008,39.37009811,
MSY,29.99340057,-90.25800323,
MSZ,-15.26119995,12.14680004,
MTJ,38.50979996,-107.8939972,
MTM,55.131001,-131.578003,
MTR,8.82374,-75.8258,
MTS,-26.52899933,31.30750084,
MTT,18.10339928,-94.58070374,
MTV,-13.66600037,167.7120056,
MTY,25.7784996,-100.1070023,
MUA,-8.327969551,157.2630005,
MUB,-19.97260094,23.43110085,
MUC,48.353802,11.7861,
MUE,20.00130081,-155.6679993,
MUK,-20.13610077,-157.3450012,
MUN,9.754529953,-63.1473999,
MUR,4.178979874,114.3290024,
MUW,35.20769882,0.147141993,
MUX,30.20319939,71.4190979,
MVD,-34.838402,-56.0308,
MVP,1.25366,-70.2339,
MVR,10.4513998,14.25739956,
MVT,-14.86810017,-148.7169952,
MVY,41.39310074,-70.61430359,
MWA,37.75500107,-89.01110077,
MWF,-15,168.0829926,
MWX,34.991406,126.382814,
MWZ,-2.444489956,32.93270111,
MXH,-6.363329887,143.2380066,
MXL,32.6306,-115.241997,
MXP,45.6306,8.72811,
MXV,49.66329956,100.098999,
MXX,60.957901,14.5114,
MXZ,24.35000038,116.1330032,
MYA,-35.89780045,150.1439972,
MYD,-3.229310036,40.10169983,
MYG,22.379499,-73.013494,
MYJ,33.82720184,132.6999969,
MYQ,12.23,76.655833,
MYR,33.67969894,-78.92829895,
MYT,25.38360023,97.35189819,
MYU,60.37139893,-166.2709961,
MYW,-10.33909988,40.18180084,
MYY,4.32201004,113.9869995,
MZG,23.56870079,119.6279984,
MZH,40.829399,35.521999,
MZL,5.0296,-75.4647,
MZR,36.70690155,67.20970154,
MZT,23.16139984,-106.2659988,
MZV,4.04832983,114.8050003,
MZW,33.53590012,-0.242353007,
NAG,21.09219933,79.04720306,
NAH,3.683209896,125.5279999,
NAJ,39.18880081,45.45840073,
NAN,-17.7553997,177.4429932,
NAO,30.79545,106.1626,
NAP,40.886002,14.2908,
NAQ,77.48860168,-69.38870239,
NAS,25.03899956,-77.46620178,
NAT,-5.768056,-35.376111,
NAV,38.7719,34.5345,
NAW,6.519919872,101.7429962,
NAY,39.78279877,116.3880005,
NBC,55.56470108,52.09249878,
NBE,36.075833,10.438611,
NBO,-1.319239974,36.92779922,
NBS,42.066944,127.602222,
NBX,-3.36818,135.496002,
NCE,43.65840149,7.215869904,
NCL,55.03749847,-1.691669941,
NCU,42.48839951,59.62329865,
NDB,20.93309975,-17.03000069,
NDG,47.23960114,123.9179993,
NDJ,12.1337,15.034,
NDR,34.98880005,-3.028209925,
NDU,-17.9564991,19.71940041,
NDY,59.25030136,-2.576669931,
NER,56.91389847,124.9140015,
NEV,17.20569992,-62.58990097,
NGB,29.82670021,121.461998,
NGE,7.357009888,13.55920029,
NGK,51.780102,143.139008,
NGO,34.85839844,136.8049927,
NGQ,32.1,80.05305556,
NGS,32.91690063,129.9140015,
NHV,-8.795599937,-140.2290039,
NIB,63.0186,-154.358002,
NIM,13.4815,2.18361,
NJC,60.94929886,76.4835968,
NJF,31.989853,44.404317,
NKC,18.31,-15.9697222,
NKG,31.74200058,118.8619995,
NKM,35.25500107,136.923996,
NLA,-12.99810028,28.66489983,
NLD,27.44389915,-99.57050323,
NLG,56.00749969,-161.1600037,
NLK,-29.04159927,167.9389954,
NLT,43.4318,83.3786,
NMA,40.98460007,71.55670166,
NME,60.47100067,-164.701004,
NNB,-10.847994,162.454108,
NNG,22.60829926,108.1719971,
NNM,67.63999939,53.12189865,
NNT,18.80789948,100.7829971,
NNY,32.980801,112.614998,
NOB,9.976490021,-85.65299988,
NOC,53.91030121,-8.818490028,
NOJ,63.18330002,75.26999664,
NOP,42.01580048,35.06639862,
NOS,-13.31210041,48.31480026,
NOU,-22.01460075,166.2129974,
NOV,-12.80889988,15.76049995,
NOZ,53.811401,86.877197,
NPE,-39.465801,176.869995,
NPL,-39.00859833,174.1790009,
NQN,-38.949001,-68.155701,
NQU,5.6964,-77.2806,
NQY,50.44060135,-4.995409966,
NRA,-34.70220184,146.5119934,
NRK,58.5862999,16.25060081,
NRL,59.36750031,-2.434439898,
NRN,51.60240173,6.142169952,
NRT,35.76470184,140.3860016,
NSH,36.66329956,51.46469879,
NSI,3.722559929,11.5532999,
NSK,69.31109619,87.3321991,
NSN,-41.2983017,173.220993,
NST,8.539620399,99.94470215,
NTE,47.15319824,-1.610730052,
NTL,-32.79499817,151.8339996,
NTN,-17.68409,141.069664,
NTQ,37.29309845,136.9620056,
NTX,3.90871,108.388,
NUE,49.498699,11.078056,
NUI,70.20999908,-151.0059967,
NUL,64.729301,-158.074005,
NUS,-16.0797,167.401001,
NUX,66.06939697,76.52030182,
NVA,2.95015,-75.294,
NVI,40.11719894,65.17079926,
NVK,68.43689728,17.38669968,
NVT,-26.879999,-48.651402,
NWI,52.67580032,1.282780051,
NYA,62.110001,65.614998,
NYI,7.361830235,-2.328759909,
NYK,-0.062398899,37.041008,
NYM,65.48090363,72.69889832,
NYO,58.78860092,16.91220093,
NYT,19.623501,96.200996,
NYU,21.17880058,94.93019867,
NZH,49.566667,117.33,
OAG,-33.38169861,149.1329956,
OAJ,34.82920074,-77.61209869,
OAK,37.721298,-122.221001,
OAL,-11.496,-61.4508,
OAX,16.99990082,-96.72660065,
OBO,42.73329926,143.2169952,
OBU,66.91230011,-156.8970032,
OBY,70.48822882,-21.97167993,
OCC,-0.462886006,-76.98680115,
ODN,3.967000008,115.0500031,
ODO,57.86610031,114.2429962,
ODS,46.42679977,30.67650032,
ODY,20.6826992,101.9940033,
OER,63.40829849,18.98999977,
OGD,41.19589996,-112.012001,
OGG,20.8986,-156.429993,
OGL,6.80628,-58.1059,
OGS,44.68190002,-75.46549988,
OGX,31.91720009,5.412779808,
OGZ,43.20510101,44.60660172,
OHE,52.91277778,122.43,
OIA,-6.763100147,-51.04990005,
OIM,34.7820015,139.3600006,
OIT,33.47940063,131.7369995,
OKA,26.19580078,127.6460037,
OKC,35.39310074,-97.60070038,
OKJ,34.75690079,133.8549957,
OKL,-4.9071,140.6277,
OLA,63.69889832,9.604000092,
OLB,40.898701,9.51763,
OLC,-3.467929508,-68.92041206,
OLF,48.0945015,-105.5749969,
OLL,-1.226666,15.91,
OLP,-30.48500061,136.8769989,
OMA,41.3032,-95.894096,
OMD,-28.5847,16.446699,
OME,64.5121994,-165.4450073,
OMH,37.66809845,45.06869888,
OMO,43.28290176,17.84589958,
OMR,47.02529907,21.90250015,
OMS,54.96699905,73.3105011,
OND,-17.878201,15.9526,
ONG,-16.66250038,139.1779938,
ONJ,40.19189835,140.3710022,
ONQ,41.50640106,32.08860016,
ONT,34.05599976,-117.6009979,
OOK,60.54140091,-165.0870056,
OOL,-28.1644001,153.5050049,
OPO,41.24810028,-8.681389809,
OPS,-11.88500023,-55.58610916,
ORB,59.22370148,15.03800011,
ORD,41.9786,-87.9048,
ORF,36.89459991,-76.20120239,
ORH,42.26729965,-71.8757019,
ORK,51.84130096,-8.491109848,
ORN,35.62390137,-0.621182978,
ORU,-17.96260071,-67.07620239,
ORV,66.81790161,-161.0189972,
ORY,48.7233333,2.3794444,
OSD,63.19440079,14.50030041,
OSI,45.46269989,18.81019974,
OSL,60.121,11.0502,
OSM,36.305801,43.1474,
OSR,49.69630051,18.11109924,
OSS,40.60900116,72.79329681,
OST,51.19889832,2.862220049,
OSW,51.07249832,58.59560013,
OSY,64.47219849,11.57859993,
OTH,43.417099,-124.2460022,
OTP,44.5711111,26.085,
OTZ,66.88469696,-162.598999,
OUA,12.3532,-1.51242,
OUD,34.78720093,-1.923990011,
OUL,64.93009949,25.35460091,
OUZ,22.75639915,-12.48359966,
OVB,55.01259995,82.65070343,
OVD,43.56359863,-6.034619808,
OVS,61.32662201,63.60191345,
OWB,37.74010086,-87.16680145,
OXB,11.89480019,-15.65369987,
OZC,8.178509712,123.8420029,
OZH,47.86700058,35.31570053,
OZZ,30.93910027,-6.909430027,
PAC,8.973340034,-79.55560303,
PAD,51.61410141,8.616319656,
PAG,7.830731448,123.4611797,
PAH,37.06079865,-88.77380371,
PAP,18.57999992,-72.29250336,
PAS,37.020495,25.113195,
PAT,25.59129906,85.08799744,
PAV,-9.40087986,-38.25059891,
PAZ,20.60269928,-97.46080017,
PBC,19.15810013,-98.37139893,
PBD,21.64870071,69.65720367,
PBG,44.65090179,-73.4681015,
PBH,27.40320015,89.42459869,
PBI,26.68320084,-80.09559631,
PBJ,-16.43899918,168.2570038,
PBL,10.48050022,-68.07299805,
PBM,5.452829838,-55.18780136,
PBO,-23.17110062,117.7450027,
PBU,27.32990074,97.42630005,
PBZ,-34.08816017,23.32872343,
PCL,-8.377940178,-74.57430267,
PCR,6.18472,-67.4932,
PDA,3.85353,-67.9062,
PDG,-0.786917,100.280998,
PDL,37.74119949,-25.69790077,
PDP,-34.85509872,-55.09429932,
PDS,28.627399,-100.535004,
PDT,45.69509888,-118.8410034,
PDV,42.067799,24.8508,
PDX,45.58869934,-122.5979996,
PED,50.01340103,15.73859978,
PEE,57.91450119,56.02119827,
PEG,43.095901,12.5132,
PEI,4.81267,-75.7395,
PEK,40.08010101,116.5849991,
PEM,-12.61359978,-69.22859955,
PEN,5.297140121,100.2770004,
PER,-31.94029999,115.9670029,
PES,61.8852005,34.15470123,
PET,-31.718399,-52.327702,
PEU,15.2622,-83.781197,
PEW,33.9939003,71.51460266,
PEZ,53.11059952,45.02109909,
PFB,-28.243999,-52.326599,
PFO,34.7179985,32.4856987,
PFQ,39.60359955,47.88150024,
PGA,36.92610168,-111.447998,
PGD,26.92020035,-81.9905014,
PGF,42.74039841,2.87067008,
PGK,-2.162199974,106.1389999,
PGU,27.379601,52.737701,
PGV,35.6352005,-77.38529968,
PGX,45.19810104,0.81555599,
PHB,-2.893749952,-41.73199844,
PHC,5.015490055,6.949590206,
PHE,-20.37779999,118.6259995,
PHF,37.13190079,-76.49299622,
PHL,39.87189865,-75.2410965,
PHS,16.78289986,100.2789993,
PHW,-23.93720055,31.15539932,
PHX,33.43429947,-112.012001,
PIA,40.66419983,-89.69329834,
PIB,31.46710014,-89.33709717,
PIE,27.91020012,-82.68740082,
PIH,42.90980148,-112.5960007,
PIK,55.50939941,-4.586669922,
PIN,-2.673019886,-56.77719879,
PIR,44.38270187,-100.2860031,
PIS,46.58769989,0.306665987,
PIT,40.49150085,-80.23290253,
PIU,-5.205749989,-80.61640167,
PIX,38.554298,-28.441299,
PIZ,69.73290253,-163.0050049,
PJA,67.24559784,23.06889915,
PJG,26.9545002,64.13249969,
PJM,8.533329964,-83.30000305,
PKA,60.70289993,-161.7779999,
PKB,39.3451004,-81.43920135,
PKC,53.16790009,158.4539948,
PKE,-33.13140106,148.2389984,
PKN,-2.705199957,111.6729965,
PKR,28.20089912,83.98210144,
PKU,0.460786015,101.4449997,
PKY,-2.225130081,113.9430008,
PKZ,15.13210011,105.7809982,
PLM,-2.898250103,104.6999969,
PLN,45.57089996,-84.79669952,
PLO,-34.6053009,135.8800049,
PLQ,55.97320175,21.09390068,
PLS,21.77359962,-72.26589966,
PLU,-19.8512001,-43.95059967,
PLW,-0.918542028,119.9100037,
PLX,50.351295,80.234398,
PLZ,-33.98490143,25.61730003,
PMC,-41.43889999,-73.09400177,
PMF,44.824501,10.2964,
PMI,39.55170059,2.738810062,
PMO,38.175999,13.091,
PMR,-40.3205986,175.6170044,
PMV,10.91260338,-63.96659851,
PMW,-10.29150009,-48.35699844,
PMY,-42.7592,-65.1027,
PMZ,8.951029778,-83.46859741,
PNA,42.77000046,-1.646329999,
PNH,11.54660034,104.8440018,
PNI,6.985099792,158.2089996,
PNK,-0.150711,109.4039993,
PNL,36.816502,11.9689,
PNP,-8.80453968,148.3090057,
PNQ,18.58209991,73.91970062,
PNR,-4.816030025,11.88659954,
PNS,30.47340012,-87.18659973,
PNZ,-9.362409592,-40.56909943,
POA,-29.99440002,-51.17139816,
POG,-0.711739004,8.754380226,
POI,-19.54310036,-65.72370148,
POJ,-18.67280006,-46.49119949,
POL,-12.99176216,40.52401352,
POM,-9.443380356,147.2200012,
POP,19.75790024,-70.56999969,
POR,61.46170044,21.79999924,
POS,10.59539986,-61.33720016,
POZ,52.42100143,16.82629967,
PPB,-22.17510033,-51.42459869,
PPG,-14.33100033,-170.7100067,
PPK,54.77470016,69.18389893,
PPN,2.4544,-76.6093,
PPP,-20.49500084,148.552002,
PPQ,-40.90470123,174.9889984,
PPS,9.742119789,118.7590027,
PPT,-17.553699,-149.606995,
PPW,59.35169983,-2.900279999,
PQC,10.1698,103.9931,
PQI,46.68899918,-68.0447998,
PQM,17.533153,-92.015484,
PQQ,-31.43580055,152.8630066,
PRA,-31.7948,-60.4804,
PRC,34.65449905,-112.4199982,
PRG,50.1008,14.26,
PRH,18.13220024,100.1650009,
PRI,-4.319290161,55.69139862,
PRN,42.5728,21.035801,
PSA,43.683899,10.3927,
PSC,46.26470184,-119.1190033,
PSE,18.00830078,-66.56300354,
PSG,56.80170059,-132.9450073,
PSJ,-1.416749954,120.6579971,
PSM,43.07789993,-70.82330322,
PSO,1.39625,-77.2915,
PSP,33.82970047,-116.5070038,
PSR,42.431702,14.1811,
PSS,-27.3858,-55.9707,
PTG,-23.845269,29.458615,
PTH,56.95909882,-158.6329956,
PTJ,-38.31809998,141.470993,
PTP,16.265301,-61.531799,
PTU,59.01139832,-161.8200073,
PTY,9.071359634,-79.38349915,
PUB,38.28910065,-104.4970016,
PUE,8.667,-77.418,
PUF,43.38000107,-0.41861099,
PUG,-32.50690079,137.7169952,
PUJ,18.56739998,-68.36340332,
PUQ,-53.002602,-70.854599,
PUS,35.17950058,128.9380035,
PUU,0.505228,-76.5008,
PUW,46.7439,-117.110001,
PUY,44.89350128,13.9222002,
PVA,13.3569,-81.3583,
PVC,42.07189941,-70.2213974,
PVD,41.732601,-71.420403,
PVG,31.14340019,121.8050003,
PVH,-8.709289551,-63.90230179,
PVK,38.92549896,20.76530075,
PVR,20.68009949,-105.2539978,
PVU,40.21920013,-111.7229996,
PWE,69.78330231,170.5970001,
PWM,43.64619827,-70.30930328,
PWQ,52.19499969,77.07389832,
PXM,15.8769,-97.089103,
PXO,33.07339859,-16.35000038,
PXU,14.00450039,108.0169983,
PYH,5.619989872,-67.60610199,
PYJ,66.40039825,112.0299988,
PYY,19.37199974,98.43699646,
PZB,-29.64900017,30.39870071,
PZH,31.35840034,69.46360016,
PZI,26.54,101.79852,
PZO,8.28853035,-62.76039886,
PZU,19.43359947,37.23410034,
QBC,52.387501,-126.596001,
QOW,5.427060127,7.206029892,
QRO,20.6173,-100.185997,
QRW,5.59611,5.81778,
QSF,36.17810059,5.32449007,
QUO,4.8725,8.093,
RAB,-4.340459824,152.3800049,
RAE,30.90660095,41.13819885,
RAH,29.62639999,43.49060059,
RAI,14.92450047,-23.49349976,
RAJ,22.30920029,70.77950287,
RAK,31.60689926,-8.036299706,
RAO,-21.13638878,-47.77666855,
RAP,44.04529953,-103.0569992,
RAR,-21.20269966,-159.8059998,
RAS,37.323333,49.617778,
RBA,34.051498,-6.75152,
RBQ,-14.42790031,-67.49680328,
RBR,-9.868888855,-67.89805603,
RBV,-8.168060303,157.6430054,
RBY,64.72720337,-155.4700012,
RCB,-28.74099922,32.09209824,
RCH,11.5262,-72.926,
RCM,-20.70190048,143.1150055,
RCY,23.68440056,-74.8361969,
RDC,-8.033289909,-49.97990036,
RDD,40.50899887,-122.2929993,
RDM,44.2541008,-121.1500015,
RDN,5.76527977,103.0070038,
RDU,35.87760162,-78.78749847,
RDZ,44.40790176,2.482670069,
REC,-8.126489639,-34.92359924,
REG,38.071201,15.6516,
REL,-43.2105,-65.2703,
REN,51.79579926,55.45669937,
REP,13.41069984,103.8130035,
RES,-27.45,-59.0561,
RET,67.52780151,12.10330009,
REU,41.1473999,1.167170048,
REX,26.0089,-98.2285,
RFD,42.19540024,-89.09719849,
RFP,-16.7229,-151.466003,
RGA,-53.7777,-67.7494,
RGI,-14.95429993,-147.6609955,
RGK,51.96670151,85.83329773,
RGL,-51.6089,-69.3126,
RGN,16.90730095,96.1332016,
RGS,42.357601,-3.62076,
RHD,-27.4966,-64.93595,
RHI,45.63119888,-89.46749878,
RHO,36.40539932,28.08620071,
RIA,-29.711399,-53.688202,
RIB,-11,-66,
RIC,37.50519943,-77.31970215,
RIW,43.06420136,-108.4599991,
RIX,56.92359924,23.97109985,
RIY,14.66259956,49.375,
RJA,17.11039925,81.81819916,
RJH,24.43720055,88.61650085,
RJK,45.21689987,14.5703001,
RJL,42.46095349,-2.322235107,
RKD,44.06010056,-69.09919739,
RKS,41.5942,-109.065001,
RKV,64.12999725,-21.94059944,
RLG,53.91820145,12.27830029,
RLK,40.926,107.7428,
RMA,-26.54500008,148.7749939,
RMF,25.5571003,34.58369827,
RMI,44.020302,12.6117,
RMQ,24.26469994,120.6210022,
RMT,-22.63725,-152.8059,
RNA,-9.860543583,161.9795465,
RNB,56.26670074,15.26500034,
RNL,-11.53390026,160.0630035,
RNN,55.06330109,14.75959969,
RNO,39.49909973,-119.7679977,
RNS,48.06949997,-1.734789968,
ROA,37.3255,-79.975403,
ROB,6.23379,-10.3623,
ROC,43.1189003,-77.67240143,
ROI,16.11680031,103.7740021,
ROK,-23.38190079,150.4750061,
ROO,-16.586,-54.7248,
ROP,14.17430019,145.2429962,
ROR,7.36731,134.544236,
ROS,-32.9036,-60.785,
ROT,-38.10919952,176.3170013,
ROV,47.493888,39.924722,
ROW,33.30160141,-104.5309982,
RPR,21.180401,81.7388,
RRG,-19.7577,63.361,
RRS,62.57839966,11.34230042,
RSA,-36.588299,-64.275703,
RSD,24.89507873,-76.17688179,
RSH,61.77888489,-161.319458,
RST,43.90829849,-92.5,
RSU,34.84230042,127.6169968,
RSW,26.53619957,-81.75520325,
RTA,-12.48250008,177.0709991,
RTB,16.316799,-86.523003,
RTM,51.956902,4.43722,
RTW,51.56499863,46.04669952,
RUA,3.049999952,30.91699982,
RUH,24.95759964,46.69879913,
RUN,-20.88710022,55.51029968,
RUR,-22.4340992,-151.3609924,
RUS,-9.86166954,160.8249969,
RUT,43.52939987,-72.94960022,
RVD,-17.83472252,-50.95611191,
RVE,6.951868,-71.857179,
RVK,64.83830261,11.14610004,
RVN,66.56479645,25.83040047,
RVT,-33.79719925,120.2080002,
RVV,-23.8852005,-147.6620026,
RXS,11.59770012,122.7519989,
RYG,59.378817,10.785439,
RYK,28.38389969,70.27960205,
RZE,50.11000061,22.0189991,
RZR,36.90990067,50.67959976,
SAB,17.64500046,-63.22000122,
SAF,35.61709976,-106.0889969,
SAH,15.47630024,44.21969986,
SAL,13.4409,-89.055702,
SAN,32.73360062,-117.1900024,
SAP,15.4526,-87.923599,
SAT,29.53370094,-98.46980286,
SAV,32.12760162,-81.20210266,
SAW,40.89860153,29.30920029,
SBA,34.42620087,-119.8399963,
SBH,17.90439987,-62.84360123,
SBN,41.70869827,-86.31729889,
SBP,35.23680115,-120.6419983,
SBW,2.261600018,111.9850006,
SBY,38.34049988,-75.51029968,
SBZ,45.78559875,24.09129906,
SCC,70.19470215,-148.4649963,
SCE,40.84930038,-77.84870148,
SCK,37.89419937,-121.237999,
SCL,-33.39300156,-70.78579712,
SCM,61.84529877,-165.5709991,
SCN,49.21459961,7.109509945,
SCO,43.8601,51.091999,
SCQ,42.89630127,-8.415140152,
SCT,12.63070011,53.90579987,
SCU,19.96980095,-75.83540344,
SCW,61.64699936,50.8451004,
SCY,-0.910206,-89.617401,
SCZ,-10.72029972,165.7949982,
SDD,-14.92469978,13.57499981,
SDE,-27.76555634,-64.30999756,
SDF,38.1744,-85.736,
SDG,35.2458992,47.00920105,
SDJ,38.13970184,140.9170074,
SDK,5.900899887,118.0589981,
SDL,62.52809906,17.44389915,
SDN,61.83000183,6.105830193,
SDP,55.31499863,-160.522995,
SDQ,18.42970085,-69.66889954,
SDR,43.42710114,-3.820009947,
SDU,-22.91049957,-43.1631012,
SDV,32.11470032,34.78219986,
SDY,47.706902,-104.193001,
SEA,47.449001,-122.308998,
SEN,51.57139969,0.695555985,
SEZ,-4.67434,55.521801,
SFA,34.7179985,10.69099998,
SFB,28.77759933,-81.23750305,
SFG,18.09989929,-63.04719925,
SFJ,67.0122219,-50.71160316,
SFL,14.88500023,-24.47999954,
SFN,-31.7117,-60.8117,
SFO,37.61899948,-122.375,
SFT,64.62480164,21.07690048,
SGC,61.34370041,73.40180206,
SGD,54.96440125,9.791729927,
SGF,37.24570084,-93.38860321,
SGN,10.81879997,106.6520004,
SGO,-28.04969978,148.5950012,
SGU,37.036389,-113.510306,
SGY,59.46009827,-135.3159943,
SHA,31.19790077,121.3359985,
SHB,43.57749939,144.9600067,
SHD,38.26380157,-78.89640045,
SHE,41.63980103,123.4830017,
SHG,66.88809967,-157.1620026,
SHH,66.249604,-166.089112,
SHJ,25.32859993,55.51720047,
SHL,25.70359993,91.97869873,
SHM,33.66220093,135.3639984,
SHP,39.968102,119.731003,
SHR,44.76919937,-106.9800034,
